// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 5 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\6c0fd724-5625-4eb9-8039-b4326be12c6f
// command took 2,05s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\6c0fd724-5625-4eb9-8039-b4326be12c6f
// command took 3,11s and exited with 0
// ***** Done, took 00:00:05 (5.34 sec)   *****
// Found 5 benchmarks:
//   ArrayAccessMethods.ForCacheArray: Job-POENQL(Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.For: Job-POENQL(Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.ForEach: Job-POENQL(Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.LinqAggregate: Job-POENQL(Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.LinqSum: Job-POENQL(Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ArrayAccessMethods.ForCacheArray: Job-POENQL(Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "6c0fd724-5625-4eb9-8039-b4326be12c6f.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.ForCacheArray" --job "Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 0 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\6c0fd724-5625-4eb9-8039-b4326be12c6f\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-TFLTWX(Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

WorkloadResult  55: 3 op, 222500.00 ns, 74.1667 us/op
WorkloadResult  56: 3 op, 199700.00 ns, 66.5667 us/op
WorkloadResult  57: 3 op, 199500.00 ns, 66.5000 us/op
WorkloadResult  58: 3 op, 199900.00 ns, 66.6333 us/op
WorkloadResult  59: 3 op, 195700.00 ns, 65.2333 us/op
WorkloadResult  60: 3 op, 192700.00 ns, 64.2333 us/op
WorkloadResult  61: 3 op, 196100.00 ns, 65.3667 us/op
WorkloadResult  62: 3 op, 213900.00 ns, 71.3000 us/op
WorkloadResult  63: 3 op, 189100.00 ns, 63.0333 us/op
WorkloadResult  64: 3 op, 214800.00 ns, 71.6000 us/op
WorkloadResult  65: 3 op, 204700.00 ns, 68.2333 us/op
WorkloadResult  66: 3 op, 191300.00 ns, 63.7667 us/op
WorkloadResult  67: 3 op, 193500.00 ns, 64.5000 us/op
WorkloadResult  68: 3 op, 204900.00 ns, 68.3000 us/op
WorkloadResult  69: 3 op, 210900.00 ns, 70.3000 us/op
WorkloadResult  70: 3 op, 204500.00 ns, 68.1667 us/op
WorkloadResult  71: 3 op, 187300.00 ns, 62.4333 us/op
WorkloadResult  72: 3 op, 190800.00 ns, 63.6000 us/op
WorkloadResult  73: 3 op, 200700.00 ns, 66.9000 us/op
WorkloadResult  74: 3 op, 187100.00 ns, 62.3667 us/op
WorkloadResult  75: 3 op, 212800.00 ns, 70.9333 us/op
WorkloadResult  76: 3 op, 216000.00 ns, 72.0000 us/op
WorkloadResult  77: 3 op, 195800.00 ns, 65.2667 us/op
WorkloadResult  78: 3 op, 204700.00 ns, 68.2333 us/op
WorkloadResult  79: 3 op, 199400.00 ns, 66.4667 us/op
WorkloadResult  80: 3 op, 191300.00 ns, 63.7667 us/op
WorkloadResult  81: 3 op, 199600.00 ns, 66.5333 us/op
WorkloadResult  82: 3 op, 213900.00 ns, 71.3000 us/op
WorkloadResult  83: 3 op, 198600.00 ns, 66.2000 us/op
WorkloadResult  84: 3 op, 199500.00 ns, 66.5000 us/op
WorkloadResult  85: 3 op, 207200.00 ns, 69.0667 us/op
WorkloadResult  86: 3 op, 187000.00 ns, 62.3333 us/op
WorkloadResult  87: 3 op, 187100.00 ns, 62.3667 us/op
WorkloadResult  88: 3 op, 204700.00 ns, 68.2333 us/op
WorkloadResult  89: 3 op, 215000.00 ns, 71.6667 us/op
WorkloadResult  90: 3 op, 205900.00 ns, 68.6333 us/op
WorkloadResult  91: 3 op, 208700.00 ns, 69.5667 us/op
WorkloadResult  92: 3 op, 193700.00 ns, 64.5667 us/op
WorkloadResult  93: 3 op, 209100.00 ns, 69.7000 us/op
WorkloadResult  94: 3 op, 191500.00 ns, 63.8333 us/op
WorkloadResult  95: 3 op, 188400.00 ns, 62.8000 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 66.4979 us, StdErr = 0.3156 us (0.47%); N = 95, StdDev = 3.0761 us
Min = 62.3333 us, Q1 = 63.7667 us, Median = 66.4667 us, Q3 = 68.3000 us, Max = 74.1667 us
IQR = 4.5333 us, LowerFence = 56.9667 us, UpperFence = 75.1000 us
ConfidenceInterval = [65.4258 us; 67.5700 us] (CI 99.9%), Margin = 1.0721 us (1.61% of Mean)
Skewness = 0.59, Kurtosis = 2.39, MValue = 2.94

// **************************
// Benchmark: ArrayAccessMethods.For: Job-POENQL(Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "6c0fd724-5625-4eb9-8039-b4326be12c6f.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.For" --job "Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 1 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\6c0fd724-5625-4eb9-8039-b4326be12c6f\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-FBDRTM(Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

OverheadJitting  1: 1 op, 440300.00 ns, 440.3000 us/op
WorkloadJitting  1: 1 op, 532100.00 ns, 532.1000 us/op

OverheadWarmup   1: 3 op, 4300.00 ns, 1.4333 us/op
OverheadWarmup   2: 3 op, 300.00 ns, 100.0000 ns/op
OverheadWarmup   3: 3 op, 200.00 ns, 66.6667 ns/op
OverheadWarmup   4: 3 op, 500.00 ns, 166.6667 ns/op
OverheadWarmup   5: 3 op, 1800.00 ns, 600.0000 ns/op
OverheadWarmup   6: 3 op, 200.00 ns, 66.6667 ns/op
OverheadWarmup   7: 3 op, 300.00 ns, 100.0000 ns/op
OverheadWarmup   8: 3 op, 300.00 ns, 100.0000 ns/op

OverheadActual   1: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual   2: 3 op, 1900.00 ns, 633.3333 ns/op
OverheadActual   3: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual   4: 3 op, 200.00 ns, 66.6667 ns/op
OverheadActual   5: 3 op, 400.00 ns, 133.3333 ns/op
OverheadActual   6: 3 op, 400.00 ns, 133.3333 ns/op
OverheadActual   7: 3 op, 100.00 ns, 33.3333 ns/op
OverheadActual   8: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual   9: 3 op, 400.00 ns, 133.3333 ns/op
OverheadActual  10: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual  11: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual  12: 3 op, 400.00 ns, 133.3333 ns/op
OverheadActual  13: 3 op, 400.00 ns, 133.3333 ns/op
OverheadActual  14: 3 op, 200.00 ns, 66.6667 ns/op
OverheadActual  15: 3 op, 400.00 ns, 133.3333 ns/op
OverheadActual  16: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual  17: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual  18: 3 op, 1800.00 ns, 600.0000 ns/op
OverheadActual  19: 3 op, 200.00 ns, 66.6667 ns/op
OverheadActual  20: 3 op, 200.00 ns, 66.6667 ns/op

WorkloadWarmup   1: 3 op, 228100.00 ns, 76.0333 us/op

// BeforeActualRun
WorkloadActual   1: 3 op, 236500.00 ns, 78.8333 us/op
WorkloadActual   2: 3 op, 225500.00 ns, 75.1667 us/op
WorkloadActual   3: 3 op, 222300.00 ns, 74.1000 us/op
WorkloadActual   4: 3 op, 230400.00 ns, 76.8000 us/op
WorkloadActual   5: 3 op, 238800.00 ns, 79.6000 us/op
WorkloadActual   6: 3 op, 231500.00 ns, 77.1667 us/op
WorkloadActual   7: 3 op, 230900.00 ns, 76.9667 us/op
WorkloadActual   8: 3 op, 224200.00 ns, 74.7333 us/op
WorkloadActual   9: 3 op, 218700.00 ns, 72.9000 us/op
WorkloadActual  10: 3 op, 227100.00 ns, 75.7000 us/op
WorkloadActual  11: 3 op, 229200.00 ns, 76.4000 us/op
WorkloadActual  12: 3 op, 223100.00 ns, 74.3667 us/op
WorkloadActual  13: 3 op, 228700.00 ns, 76.2333 us/op
WorkloadActual  14: 3 op, 220800.00 ns, 73.6000 us/op
WorkloadActual  15: 3 op, 206700.00 ns, 68.9000 us/op
WorkloadActual  16: 3 op, 222400.00 ns, 74.1333 us/op
WorkloadActual  17: 3 op, 229500.00 ns, 76.5000 us/op
WorkloadActual  18: 3 op, 226800.00 ns, 75.6000 us/op
WorkloadActual  19: 3 op, 273300.00 ns, 91.1000 us/op
WorkloadActual  20: 3 op, 206900.00 ns, 68.9667 us/op
WorkloadActual  21: 3 op, 226800.00 ns, 75.6000 us/op
WorkloadActual  22: 3 op, 229400.00 ns, 76.4667 us/op
WorkloadActual  23: 3 op, 225300.00 ns, 75.1000 us/op
WorkloadActual  24: 3 op, 230400.00 ns, 76.8000 us/op
WorkloadActual  25: 3 op, 207300.00 ns, 69.1000 us/op
WorkloadActual  26: 3 op, 231700.00 ns, 77.2333 us/op
WorkloadActual  27: 3 op, 225300.00 ns, 75.1000 us/op
WorkloadActual  28: 3 op, 266900.00 ns, 88.9667 us/op
WorkloadActual  29: 3 op, 232300.00 ns, 77.4333 us/op
WorkloadActual  30: 3 op, 233000.00 ns, 77.6667 us/op
WorkloadActual  31: 3 op, 226500.00 ns, 75.5000 us/op
WorkloadActual  32: 3 op, 226700.00 ns, 75.5667 us/op
WorkloadActual  33: 3 op, 232300.00 ns, 77.4333 us/op
WorkloadActual  34: 3 op, 222400.00 ns, 74.1333 us/op
WorkloadActual  35: 3 op, 229900.00 ns, 76.6333 us/op
WorkloadActual  36: 3 op, 229900.00 ns, 76.6333 us/op
WorkloadActual  37: 3 op, 275000.00 ns, 91.6667 us/op
WorkloadActual  38: 3 op, 223700.00 ns, 74.5667 us/op
WorkloadActual  39: 3 op, 224500.00 ns, 74.8333 us/op
WorkloadActual  40: 3 op, 227800.00 ns, 75.9333 us/op
WorkloadActual  41: 3 op, 227900.00 ns, 75.9667 us/op
WorkloadActual  42: 3 op, 226800.00 ns, 75.6000 us/op
WorkloadActual  43: 3 op, 226900.00 ns, 75.6333 us/op
WorkloadActual  44: 3 op, 226700.00 ns, 75.5667 us/op
WorkloadActual  45: 3 op, 234300.00 ns, 78.1000 us/op
WorkloadActual  46: 3 op, 225900.00 ns, 75.3000 us/op
WorkloadActual  47: 3 op, 227500.00 ns, 75.8333 us/op
WorkloadActual  48: 3 op, 216200.00 ns, 72.0667 us/op
WorkloadActual  49: 3 op, 223700.00 ns, 74.5667 us/op
WorkloadActual  50: 3 op, 207100.00 ns, 69.0333 us/op
WorkloadActual  51: 3 op, 226900.00 ns, 75.6333 us/op
WorkloadActual  52: 3 op, 233800.00 ns, 77.9333 us/op
WorkloadActual  53: 3 op, 226800.00 ns, 75.6000 us/op
WorkloadActual  54: 3 op, 228900.00 ns, 76.3000 us/op
WorkloadActual  55: 3 op, 220900.00 ns, 73.6333 us/op
WorkloadActual  56: 3 op, 234100.00 ns, 78.0333 us/op
WorkloadActual  57: 3 op, 230500.00 ns, 76.8333 us/op
WorkloadActual  58: 3 op, 218400.00 ns, 72.8000 us/op
WorkloadActual  59: 3 op, 224900.00 ns, 74.9667 us/op
WorkloadActual  60: 3 op, 226700.00 ns, 75.5667 us/op
WorkloadActual  61: 3 op, 225400.00 ns, 75.1333 us/op
WorkloadActual  62: 3 op, 227100.00 ns, 75.7000 us/op
WorkloadActual  63: 3 op, 229000.00 ns, 76.3333 us/op
WorkloadActual  64: 3 op, 227000.00 ns, 75.6667 us/op
WorkloadActual  65: 3 op, 225800.00 ns, 75.2667 us/op
WorkloadActual  66: 3 op, 234600.00 ns, 78.2000 us/op
WorkloadActual  67: 3 op, 222300.00 ns, 74.1000 us/op
WorkloadActual  68: 3 op, 223500.00 ns, 74.5000 us/op
WorkloadActual  69: 3 op, 233300.00 ns, 77.7667 us/op
WorkloadActual  70: 3 op, 221500.00 ns, 73.8333 us/op
WorkloadActual  71: 3 op, 217400.00 ns, 72.4667 us/op
WorkloadActual  72: 3 op, 230300.00 ns, 76.7667 us/op
WorkloadActual  73: 3 op, 228100.00 ns, 76.0333 us/op
WorkloadActual  74: 3 op, 232600.00 ns, 77.5333 us/op
WorkloadActual  75: 3 op, 228500.00 ns, 76.1667 us/op
WorkloadActual  76: 3 op, 230100.00 ns, 76.7000 us/op
WorkloadActual  77: 3 op, 228800.00 ns, 76.2667 us/op
WorkloadActual  78: 3 op, 226700.00 ns, 75.5667 us/op
WorkloadActual  79: 3 op, 221000.00 ns, 73.6667 us/op
WorkloadActual  80: 3 op, 226100.00 ns, 75.3667 us/op
WorkloadActual  81: 3 op, 257500.00 ns, 85.8333 us/op
WorkloadActual  82: 3 op, 228400.00 ns, 76.1333 us/op
WorkloadActual  83: 3 op, 220900.00 ns, 73.6333 us/op
WorkloadActual  84: 3 op, 226500.00 ns, 75.5000 us/op
WorkloadActual  85: 3 op, 232700.00 ns, 77.5667 us/op
WorkloadActual  86: 3 op, 226800.00 ns, 75.6000 us/op
WorkloadActual  87: 3 op, 228100.00 ns, 76.0333 us/op
WorkloadActual  88: 3 op, 227800.00 ns, 75.9333 us/op
WorkloadActual  89: 3 op, 227000.00 ns, 75.6667 us/op
WorkloadActual  90: 3 op, 229200.00 ns, 76.4000 us/op
WorkloadActual  91: 3 op, 222400.00 ns, 74.1333 us/op
WorkloadActual  92: 3 op, 231500.00 ns, 77.1667 us/op
WorkloadActual  93: 3 op, 233200.00 ns, 77.7333 us/op
WorkloadActual  94: 3 op, 228900.00 ns, 76.3000 us/op
WorkloadActual  95: 3 op, 225500.00 ns, 75.1667 us/op
WorkloadActual  96: 3 op, 247800.00 ns, 82.6000 us/op
WorkloadActual  97: 3 op, 221600.00 ns, 73.8667 us/op
WorkloadActual  98: 3 op, 227600.00 ns, 75.8667 us/op
WorkloadActual  99: 3 op, 226800.00 ns, 75.6000 us/op
WorkloadActual  100: 3 op, 225900.00 ns, 75.3000 us/op

// AfterActualRun
WorkloadResult   1: 3 op, 236200.00 ns, 78.7333 us/op
WorkloadResult   2: 3 op, 225200.00 ns, 75.0667 us/op
WorkloadResult   3: 3 op, 222000.00 ns, 74.0000 us/op
WorkloadResult   4: 3 op, 230100.00 ns, 76.7000 us/op
WorkloadResult   5: 3 op, 238500.00 ns, 79.5000 us/op
WorkloadResult   6: 3 op, 231200.00 ns, 77.0667 us/op
WorkloadResult   7: 3 op, 230600.00 ns, 76.8667 us/op
WorkloadResult   8: 3 op, 223900.00 ns, 74.6333 us/op
WorkloadResult   9: 3 op, 218400.00 ns, 72.8000 us/op
WorkloadResult  10: 3 op, 226800.00 ns, 75.6000 us/op
WorkloadResult  11: 3 op, 228900.00 ns, 76.3000 us/op
WorkloadResult  12: 3 op, 222800.00 ns, 74.2667 us/op
WorkloadResult  13: 3 op, 228400.00 ns, 76.1333 us/op
WorkloadResult  14: 3 op, 220500.00 ns, 73.5000 us/op
WorkloadResult  15: 3 op, 206400.00 ns, 68.8000 us/op
WorkloadResult  16: 3 op, 222100.00 ns, 74.0333 us/op
WorkloadResult  17: 3 op, 229200.00 ns, 76.4000 us/op
WorkloadResult  18: 3 op, 226500.00 ns, 75.5000 us/op
WorkloadResult  19: 3 op, 206600.00 ns, 68.8667 us/op
WorkloadResult  20: 3 op, 226500.00 ns, 75.5000 us/op
WorkloadResult  21: 3 op, 229100.00 ns, 76.3667 us/op
WorkloadResult  22: 3 op, 225000.00 ns, 75.0000 us/op
WorkloadResult  23: 3 op, 230100.00 ns, 76.7000 us/op
WorkloadResult  24: 3 op, 207000.00 ns, 69.0000 us/op
WorkloadResult  25: 3 op, 231400.00 ns, 77.1333 us/op
WorkloadResult  26: 3 op, 225000.00 ns, 75.0000 us/op
WorkloadResult  27: 3 op, 232000.00 ns, 77.3333 us/op
WorkloadResult  28: 3 op, 232700.00 ns, 77.5667 us/op
WorkloadResult  29: 3 op, 226200.00 ns, 75.4000 us/op
WorkloadResult  30: 3 op, 226400.00 ns, 75.4667 us/op
WorkloadResult  31: 3 op, 232000.00 ns, 77.3333 us/op
WorkloadResult  32: 3 op, 222100.00 ns, 74.0333 us/op
WorkloadResult  33: 3 op, 229600.00 ns, 76.5333 us/op
WorkloadResult  34: 3 op, 229600.00 ns, 76.5333 us/op
WorkloadResult  35: 3 op, 223400.00 ns, 74.4667 us/op
WorkloadResult  36: 3 op, 224200.00 ns, 74.7333 us/op
WorkloadResult  37: 3 op, 227500.00 ns, 75.8333 us/op
WorkloadResult  38: 3 op, 227600.00 ns, 75.8667 us/op
WorkloadResult  39: 3 op, 226500.00 ns, 75.5000 us/op
WorkloadResult  40: 3 op, 226600.00 ns, 75.5333 us/op
WorkloadResult  41: 3 op, 226400.00 ns, 75.4667 us/op
WorkloadResult  42: 3 op, 234000.00 ns, 78.0000 us/op
WorkloadResult  43: 3 op, 225600.00 ns, 75.2000 us/op
WorkloadResult  44: 3 op, 227200.00 ns, 75.7333 us/op
WorkloadResult  45: 3 op, 215900.00 ns, 71.9667 us/op
WorkloadResult  46: 3 op, 223400.00 ns, 74.4667 us/op
WorkloadResult  47: 3 op, 206800.00 ns, 68.9333 us/op
WorkloadResult  48: 3 op, 226600.00 ns, 75.5333 us/op
WorkloadResult  49: 3 op, 233500.00 ns, 77.8333 us/op
WorkloadResult  50: 3 op, 226500.00 ns, 75.5000 us/op
WorkloadResult  51: 3 op, 228600.00 ns, 76.2000 us/op
WorkloadResult  52: 3 op, 220600.00 ns, 73.5333 us/op
WorkloadResult  53: 3 op, 233800.00 ns, 77.9333 us/op
WorkloadResult  54: 3 op, 230200.00 ns, 76.7333 us/op
WorkloadResult  55: 3 op, 218100.00 ns, 72.7000 us/op
WorkloadResult  56: 3 op, 224600.00 ns, 74.8667 us/op
WorkloadResult  57: 3 op, 226400.00 ns, 75.4667 us/op
WorkloadResult  58: 3 op, 225100.00 ns, 75.0333 us/op
WorkloadResult  59: 3 op, 226800.00 ns, 75.6000 us/op
WorkloadResult  60: 3 op, 228700.00 ns, 76.2333 us/op
WorkloadResult  61: 3 op, 226700.00 ns, 75.5667 us/op
WorkloadResult  62: 3 op, 225500.00 ns, 75.1667 us/op
WorkloadResult  63: 3 op, 234300.00 ns, 78.1000 us/op
WorkloadResult  64: 3 op, 222000.00 ns, 74.0000 us/op
WorkloadResult  65: 3 op, 223200.00 ns, 74.4000 us/op
WorkloadResult  66: 3 op, 233000.00 ns, 77.6667 us/op
WorkloadResult  67: 3 op, 221200.00 ns, 73.7333 us/op
WorkloadResult  68: 3 op, 217100.00 ns, 72.3667 us/op
WorkloadResult  69: 3 op, 230000.00 ns, 76.6667 us/op
WorkloadResult  70: 3 op, 227800.00 ns, 75.9333 us/op
WorkloadResult  71: 3 op, 232300.00 ns, 77.4333 us/op
WorkloadResult  72: 3 op, 228200.00 ns, 76.0667 us/op
WorkloadResult  73: 3 op, 229800.00 ns, 76.6000 us/op
WorkloadResult  74: 3 op, 228500.00 ns, 76.1667 us/op
WorkloadResult  75: 3 op, 226400.00 ns, 75.4667 us/op
WorkloadResult  76: 3 op, 220700.00 ns, 73.5667 us/op
WorkloadResult  77: 3 op, 225800.00 ns, 75.2667 us/op
WorkloadResult  78: 3 op, 228100.00 ns, 76.0333 us/op
WorkloadResult  79: 3 op, 220600.00 ns, 73.5333 us/op
WorkloadResult  80: 3 op, 226200.00 ns, 75.4000 us/op
WorkloadResult  81: 3 op, 232400.00 ns, 77.4667 us/op
WorkloadResult  82: 3 op, 226500.00 ns, 75.5000 us/op
WorkloadResult  83: 3 op, 227800.00 ns, 75.9333 us/op
WorkloadResult  84: 3 op, 227500.00 ns, 75.8333 us/op
WorkloadResult  85: 3 op, 226700.00 ns, 75.5667 us/op
WorkloadResult  86: 3 op, 228900.00 ns, 76.3000 us/op
WorkloadResult  87: 3 op, 222100.00 ns, 74.0333 us/op
WorkloadResult  88: 3 op, 231200.00 ns, 77.0667 us/op
WorkloadResult  89: 3 op, 232900.00 ns, 77.6333 us/op
WorkloadResult  90: 3 op, 228600.00 ns, 76.2000 us/op
WorkloadResult  91: 3 op, 225200.00 ns, 75.0667 us/op
WorkloadResult  92: 3 op, 221300.00 ns, 73.7667 us/op
WorkloadResult  93: 3 op, 227300.00 ns, 75.7667 us/op
WorkloadResult  94: 3 op, 226500.00 ns, 75.5000 us/op
WorkloadResult  95: 3 op, 225600.00 ns, 75.2000 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 75.3737 us, StdErr = 0.1993 us (0.26%); N = 95, StdDev = 1.9426 us
Min = 68.8000 us, Q1 = 74.6333 us, Median = 75.5333 us, Q3 = 76.5333 us, Max = 79.5000 us
IQR = 1.9000 us, LowerFence = 71.7833 us, UpperFence = 79.3833 us
ConfidenceInterval = [74.6966 us; 76.0507 us] (CI 99.9%), Margin = 0.6771 us (0.90% of Mean)
Skewness = -1.37, Kurtosis = 6.08, MValue = 2

// **************************
// Benchmark: ArrayAccessMethods.ForEach: Job-POENQL(Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "6c0fd724-5625-4eb9-8039-b4326be12c6f.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.ForEach" --job "Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 2 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\6c0fd724-5625-4eb9-8039-b4326be12c6f\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-LCIJXL(Server=True, InvocationCount=3, IterationCount=100, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

OverheadJitting  1: 1 op, 424200.00 ns, 424.2000 us/op
WorkloadJitting  1: 1 op, 543700.00 ns, 543.7000 us/op

OverheadWarmup   1: 3 op, 3600.00 ns, 1.2000 us/op
OverheadWarmup   2: 3 op, 300.00 ns, 100.0000 ns/op
OverheadWarmup   3: 3 op, 400.00 ns, 133.3333 ns/op
OverheadWarmup   4: 3 op, 300.00 ns, 100.0000 ns/op
OverheadWarmup   5: 3 op, 300.00 ns, 100.0000 ns/op
OverheadWarmup   6: 3 op, 1800.00 ns, 600.0000 ns/op

OverheadActual   1: 3 op, 200.00 ns, 66.6667 ns/op
OverheadActual   2: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual   3: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual   4: 3 op, 200.00 ns, 66.6667 ns/op
OverheadActual   5: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual   6: 3 op, 200.00 ns, 66.6667 ns/op
OverheadActual   7: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual   8: 3 op, 200.00 ns, 66.6667 ns/op
OverheadActual   9: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual  10: 3 op, 1800.00 ns, 600.0000 ns/op
OverheadActual  11: 3 op, 400.00 ns, 133.3333 ns/op
OverheadActual  12: 3 op, 100.00 ns, 33.3333 ns/op
OverheadActual  13: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual  14: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual  15: 3 op, 200.00 ns, 66.6667 ns/op
OverheadActual  16: 3 op, 200.00 ns, 66.6667 ns/op
OverheadActual  17: 3 op, 200.00 ns, 66.6667 ns/op
OverheadActual  18: 3 op, 300.00 ns, 100.0000 ns/op
OverheadActual  19: 3 op, 200.00 ns, 66.6667 ns/op
OverheadActual  20: 3 op, 400.00 ns, 133.3333 ns/op

WorkloadWarmup   1: 3 op, 156800.00 ns, 52.2667 us/op

// BeforeActualRun
WorkloadActual   1: 3 op, 153200.00 ns, 51.0667 us/op
WorkloadActual   2: 3 op, 154500.00 ns, 51.5000 us/op
WorkloadActual   3: 3 op, 158400.00 ns, 52.8000 us/op
WorkloadActual   4: 3 op, 153300.00 ns, 51.1000 us/op
WorkloadActual   5: 3 op, 162100.00 ns, 54.0333 us/op
WorkloadActual   6: 3 op, 161400.00 ns, 53.8000 us/op
WorkloadActual   7: 3 op, 150800.00 ns, 50.2667 us/op
WorkloadActual   8: 3 op, 150700.00 ns, 50.2333 us/op
WorkloadActual   9: 3 op, 156700.00 ns, 52.2333 us/op
WorkloadActual  10: 3 op, 153000.00 ns, 51.0000 us/op
WorkloadActual  11: 3 op, 632600.00 ns, 210.8667 us/op
WorkloadActual  12: 3 op, 153700.00 ns, 51.2333 us/op
WorkloadActual  13: 3 op, 198300.00 ns, 66.1000 us/op
WorkloadActual  14: 3 op, 150800.00 ns, 50.2667 us/op
WorkloadActual  15: 3 op, 148600.00 ns, 49.5333 us/op
WorkloadActual  16: 3 op, 156700.00 ns, 52.2333 us/op
WorkloadActual  17: 3 op, 163800.00 ns, 54.6000 us/op
WorkloadActual  18: 3 op, 153200.00 ns, 51.0667 us/op
WorkloadActual  19: 3 op, 159600.00 ns, 53.2000 us/op
WorkloadActual  20: 3 op, 153300.00 ns, 51.1000 us/op
WorkloadActual  21: 3 op, 147600.00 ns, 49.2000 us/op
WorkloadActual  22: 3 op, 155700.00 ns, 51.9000 us/op
WorkloadActual  23: 3 op, 151400.00 ns, 50.4667 us/op
WorkloadActual  24: 3 op, 153900.00 ns, 51.3000 us/op
WorkloadActual  25: 3 op, 159500.00 ns, 53.1667 us/op
